Horodate;Sous profil;Groupe période mobile;Coefficient dynamique j+1;Indicateur dispersion des poids;Indicateur de précision
2023-04-04T05:00:00+02:00;PRO4-SUD_HC;NA;0.6241061152;100.0;100.0
2023-04-04T05:00:00+02:00;PRO3_BUHC;NA;2.0366058302;100.0;100.0
2023-04-04T05:00:00+02:00;PRO3_RHP;NA;0.0;100.0;100.0
2023-04-04T05:00:00+02:00;RES4-PACA_HC;NA;0.6917932545;100.0;100.0
2023-04-04T05:00:00+02:00;RES4-SUD_HC;NA;0.8688241588;100.0;100.0
2023-04-04T05:00:00+02:00;RES4-SUD_PM;NA;0.0;100.0;100.0
2023-04-04T05:00:00+02:00;RES3_RHC;NA;0.0;100.0;100.0
2023-04-04T05:00:00+02:00;PRO4-NORD_PM;NA;0.0;100.0;100.0
2023-04-04T05:00:00+02:00;RES11_BASE;NA;1.0519236423;100.0;100.0
2023-04-04T05:00:00+02:00;RES1_BASE;NA;0.627503986;100.0;100.0
2023-04-04T05:00:00+02:00;RES3_BUHC;NA;2.3340209033;100.0;100.0
2023-04-04T05:00:00+02:00;RES3_RHP;NA;0.0;100.0;100.0
2023-04-04T05:00:00+02:00;RES4-BRET_PM;NA;0.0;100.0;100.0
2023-04-04T05:00:00+02:00;RES4-PACA_PM;NA;0.0;100.0;100.0
2023-04-04T04:30:00+02:00;RES4-PACA_PM;NA;0.0;100.0;100.0
2023-04-04T04:30:00+02:00;PRO4-NORD_HC;NA;0.6740726866;100.0;100.0
2023-04-04T04:30:00+02:00;PRO1_BASE;NA;0.7962170686;100.0;100.0
2023-04-04T04:30:00+02:00;PRO3_BCHP;NA;0.0;100.0;100.0
2023-04-04T04:30:00+02:00;PRO4-BRET_PM;NA;0.0;100.0;100.0
2023-04-04T04:30:00+02:00;PRO4-PACA_HC;NA;0.6249279958;100.0;100.0
2023-04-04T04:30:00+02:00;PRO4-SUD_PM;NA;0.0;100.0;100.0
2023-04-04T04:30:00+02:00;RES3_RHC;NA;0.0;100.0;100.0
2023-04-04T04:30:00+02:00;PRO2_HC;NA;2.7037742994;100.0;100.0
2023-04-04T04:30:00+02:00;RES3_BUHC;NA;2.2329517741;100.0;100.0
2023-04-04T04:30:00+02:00;PRO3_RHP;NA;0.0;100.0;100.0
2023-04-04T04:30:00+02:00;RES3_RHP;NA;0.0;100.0;100.0
2023-04-04T04:30:00+02:00;RES4-BRET_HC;NA;0.975174371;100.0;100.0
2023-04-04T04:30:00+02:00;RES4-NORD_PM;NA;0.0;100.0;100.0
2023-04-04T04:30:00+02:00;RES4-PACA_HC;NA;0.6834163559;100.0;100.0
2023-04-04T04:30:00+02:00;PRO5_BASE;NA;1.0098923262;100.0;100.0
2023-04-04T04:30:00+02:00;PRO2_HP;NA;0.0128280122;100.0;100.0
2023-04-04T04:30:00+02:00;RES3_BCHC;NA;0.0;100.0;100.0
2023-04-04T04:30:00+02:00;RES4-NORD_HC;NA;0.961339073;100.0;100.0
2023-04-04T04:30:00+02:00;PRO4-NORD_PM;NA;0.0;100.0;100.0
2023-04-04T04:30:00+02:00;PRD3_BASE;NA;0.0011894283;100.0;100.0
2023-04-04T04:30:00+02:00;PRO3_BUHC;NA;1.995828249;100.0;100.0
2023-04-04T04:30:00+02:00;RES1_BASE;NA;0.5985878355;100.0;100.0
2023-04-04T04:30:00+02:00;RES4-SUD_PM;NA;0.0;100.0;100.0
2023-04-04T04:30:00+02:00;RES4-SUD_HC;NA;0.863049129;100.0;100.0
2023-04-04T04:30:00+02:00;RES11_BASE;NA;1.004855397;100.0;100.0
2023-04-04T04:30:00+02:00;RES2_HC;NA;2.2597200006;100.0;100.0
2023-04-04T04:30:00+02:00;RES2_HP;NA;0.0186059214;100.0;100.0
2023-04-04T04:30:00+02:00;RES3_BCHP;NA;0.0;100.0;100.0
2023-04-04T04:30:00+02:00;PRO3_RHC;NA;0.0;100.0;100.0
2023-04-04T04:30:00+02:00;PRO4-BRET_HC;NA;0.5744731999;100.0;100.0
2023-04-04T04:30:00+02:00;RES4-BRET_PM;NA;0.0;100.0;100.0
2023-04-04T04:30:00+02:00;RES3_BUHP;NA;0.0;100.0;100.0
2023-04-04T04:30:00+02:00;PRO4-PACA_PM;NA;0.0;100.0;100.0
2023-04-04T04:30:00+02:00;PRO4-SUD_HC;NA;0.6090088379;100.0;100.0
2023-04-04T04:30:00+02:00;PRO3_BCHC;NA;0.0;100.0;100.0
2023-04-04T04:30:00+02:00;PRO3_BUHP;NA;0.0;100.0;100.0
2023-04-04T04:00:00+02:00;RES4-BRET_HC;NA;0.9543540195;100.0;100.0
2023-04-04T04:00:00+02:00;PRO3_BUHP;NA;0.0;100.0;100.0
2023-04-04T04:00:00+02:00;PRO4-BRET_PM;NA;0.0;100.0;100.0
2023-04-04T04:00:00+02:00;RES2_HP;NA;0.012480503;100.0;100.0
2023-04-04T04:00:00+02:00;RES3_BCHP;NA;0.0;100.0;100.0
2023-04-04T04:00:00+02:00;PRO3_RHP;NA;0.0;100.0;100.0
2023-04-04T04:00:00+02:00;RES4-BRET_PM;NA;0.0;100.0;100.0
2023-04-04T04:00:00+02:00;PRO2_HP;NA;0.0084192892;100.0;100.0
2023-04-04T04:00:00+02:00;RES1_BASE;NA;0.5810439748;100.0;100.0
2023-04-04T04:00:00+02:00;RES3_BCHC;NA;0.0;100.0;100.0
2023-04-04T04:00:00+02:00;PRO5_BASE;NA;0.9631648364;100.0;100.0
2023-04-04T04:00:00+02:00;RES11_BASE;NA;0.9881698753;100.0;100.0
2023-04-04T04:00:00+02:00;PRO4-NORD_HC;NA;0.677947114;100.0;100.0
2023-04-04T04:00:00+02:00;RES4-PACA_HC;NA;0.6981908608;100.0;100.0
2023-04-04T04:00:00+02:00;PRO4-PACA_PM;NA;0.0;100.0;100.0
2023-04-04T04:00:00+02:00;PRO4-SUD_HC;NA;0.6040139439;100.0;100.0
2023-04-04T04:00:00+02:00;PRO3_BUHC;NA;1.9663560957;100.0;100.0
2023-04-04T04:00:00+02:00;PRO3_RHC;NA;0.0;100.0;100.0
2023-04-04T04:00:00+02:00;PRO4-BRET_HC;NA;0.5750043878;100.0;100.0
2023-04-04T04:00:00+02:00;RES4-NORD_HC;NA;0.9838502152;100.0;100.0
2023-04-04T04:00:00+02:00;PRO4-SUD_PM;NA;0.0;100.0;100.0
2023-04-04T04:00:00+02:00;RES3_RHP;NA;0.0;100.0;100.0
2023-04-04T04:00:00+02:00;RES3_BUHC;NA;2.1917034437;100.0;100.0
2023-04-04T04:00:00+02:00;RES4-SUD_PM;NA;0.0;100.0;100.0
2023-04-04T04:00:00+02:00;RES3_BUHP;NA;0.0;100.0;100.0
2023-04-04T04:00:00+02:00;PRO1_BASE;NA;0.7818618866;100.0;100.0
2023-04-04T04:00:00+02:00;RES3_RHC;NA;0.0;100.0;100.0
2023-04-04T04:00:00+02:00;RES4-PACA_PM;NA;0.0;100.0;100.0
2023-04-04T04:00:00+02:00;RES4-SUD_HC;NA;0.8802453007;100.0;100.0
2023-04-04T04:00:00+02:00;RES4-NORD_PM;NA;0.0;100.0;100.0
2023-04-04T04:00:00+02:00;PRO3_BCHC;NA;0.0;100.0;100.0
2023-04-04T04:00:00+02:00;PRO3_BCHP;NA;0.0;100.0;100.0
2023-04-04T04:00:00+02:00;PRO4-NORD_PM;NA;0.0;100.0;100.0
2023-04-04T04:00:00+02:00;RES2_HC;NA;2.318041612;100.0;100.0
2023-04-04T04:00:00+02:00;PRO4-PACA_HC;NA;0.6277665361;100.0;100.0
2023-04-04T04:00:00+02:00;PRD3_BASE;NA;0.0008320977;100.0;100.0
2023-04-04T04:00:00+02:00;PRO2_HC;NA;2.7182989456;100.0;100.0
2023-04-04T03:30:00+02:00;RES4-SUD_PM;NA;0.0;100.0;100.0
2023-04-04T03:30:00+02:00;PRO4-PACA_PM;NA;0.0;100.0;100.0
2023-04-04T03:30:00+02:00;RES11_BASE;NA;0.9751166968;100.0;100.0
2023-04-04T03:30:00+02:00;RES2_HP;NA;0.0114793882;100.0;100.0
2023-04-04T03:30:00+02:00;PRO1_BASE;NA;0.774042537;100.0;100.0
2023-04-04T03:30:00+02:00;PRO3_BUHP;NA;0.0;100.0;100.0
2023-04-04T03:30:00+02:00;RES1_BASE;NA;0.5791544311;100.0;100.0
2023-04-04T03:30:00+02:00;RES3_BUHC;NA;2.1495514758;100.0;100.0
2023-04-04T03:30:00+02:00;PRD3_BASE;NA;0.0003943341;100.0;100.0
2023-04-04T03:30:00+02:00;RES2_HC;NA;2.4388836111;100.0;100.0
2023-04-04T03:30:00+02:00;PRO4-PACA_HC;NA;0.6284361714;100.0;100.0
2023-04-04T03:30:00+02:00;PRO4-SUD_PM;NA;0.0;100.0;100.0
2023-04-04T03:30:00+02:00;PRO4-NORD_PM;NA;0.0;100.0;100.0
2023-04-04T03:30:00+02:00;PRO5_BASE;NA;0.9454764147;100.0;100.0
2023-04-04T03:30:00+02:00;PRO2_HC;NA;2.7293362503;100.0;100.0
2023-04-04T03:30:00+02:00;PRO3_BCHP;NA;0.0;100.0;100.0
2023-04-04T03:30:00+02:00;RES3_BCHC;NA;0.0;100.0;100.0
2023-04-04T03:30:00+02:00;RES3_RHP;NA;0.0;100.0;100.0
2023-04-04T03:30:00+02:00;RES4-BRET_HC;NA;0.9379478588;100.0;100.0
2023-04-04T03:30:00+02:00;RES4-NORD_HC;NA;1.0015220546;100.0;100.0
2023-04-04T03:30:00+02:00;RES4-NORD_PM;NA;0.0;100.0;100.0
2023-04-04T03:30:00+02:00;PRO3_RHP;NA;0.0;100.0;100.0
2023-04-04T03:30:00+02:00;PRO4-BRET_PM;NA;0.0;100.0;100.0
2023-04-04T03:30:00+02:00;RES4-PACA_HC;NA;0.7152503419;100.0;100.0
2023-04-04T03:30:00+02:00;RES4-SUD_HC;NA;0.8909566042;100.0;100.0
2023-04-04T03:30:00+02:00;PRO2_HP;NA;0.0071259748;100.0;100.0
2023-04-04T03:30:00+02:00;RES4-BRET_PM;NA;0.0;100.0;100.0
2023-04-04T03:30:00+02:00;RES4-PACA_PM;NA;0.0;100.0;100.0
2023-04-04T03:30:00+02:00;PRO3_RHC;NA;0.0;100.0;100.0
2023-04-04T03:30:00+02:00;PRO4-BRET_HC;NA;0.5739165055;100.0;100.0
2023-04-04T03:30:00+02:00;RES3_BCHP;NA;0.0;100.0;100.0
2023-04-04T03:30:00+02:00;RES3_BUHP;NA;0.0;100.0;100.0
2023-04-04T03:30:00+02:00;PRO4-SUD_HC;NA;0.5943601214;100.0;100.0
2023-04-04T03:30:00+02:00;RES3_RHC;NA;0.0;100.0;100.0
2023-04-04T03:30:00+02:00;PRO3_BCHC;NA;0.0;100.0;100.0
2023-04-04T03:30:00+02:00;PRO3_BUHC;NA;1.9399175234;100.0;100.0
2023-04-04T03:30:00+02:00;PRO4-NORD_HC;NA;0.6842377985;100.0;100.0
2023-04-04T03:00:00+02:00;RES3_RHP;NA;0.0;100.0;100.0
2023-04-04T03:00:00+02:00;RES4-BRET_PM;NA;0.0;100.0;100.0
2023-04-04T03:00:00+02:00;RES4-PACA_PM;NA;0.0;100.0;100.0
2023-04-04T03:00:00+02:00;PRO4-PACA_HC;NA;0.632745855;100.0;100.0
2023-04-04T03:00:00+02:00;PRO3_RHC;NA;0.0;100.0;100.0
2023-04-04T03:00:00+02:00;RES3_BUHC;NA;2.1905691997;100.0;100.0
2023-04-04T03:00:00+02:00;RES3_BUHP;NA;0.0;100.0;100.0
2023-04-04T03:00:00+02:00;PRO3_BCHC;NA;0.0;100.0;100.0
2023-04-04T03:00:00+02:00;PRO3_BCHP;NA;0.0;100.0;100.0
2023-04-04T03:00:00+02:00;PRO2_HC;NA;2.7426874751;100.0;100.0
2023-04-04T03:00:00+02:00;PRO2_HP;NA;0.0159826855;100.0;100.0
2023-04-04T03:00:00+02:00;RES3_RHC;NA;0.0;100.0;100.0
2023-04-04T03:00:00+02:00;RES4-NORD_HC;NA;1.0199431755;100.0;100.0
2023-04-04T03:00:00+02:00;PRO3_BUHC;NA;1.952435423;100.0;100.0
2023-04-04T03:00:00+02:00;RES1_BASE;NA;0.5837185551;100.0;100.0
2023-04-04T03:00:00+02:00;RES2_HC;NA;2.6171409154;100.0;100.0
2023-04-04T03:00:00+02:00;PRO4-NORD_PM;NA;0.0;100.0;100.0
2023-04-04T03:00:00+02:00;RES11_BASE;NA;0.9563577028;100.0;100.0
2023-04-04T03:00:00+02:00;PRO3_RHP;NA;0.0;100.0;100.0
2023-04-04T03:00:00+02:00;PRO4-NORD_HC;NA;0.6817353052;100.0;100.0
2023-04-04T03:00:00+02:00;RES4-BRET_HC;NA;0.9594528217;100.0;100.0
2023-04-04T03:00:00+02:00;RES4-SUD_PM;NA;0.0;100.0;100.0
2023-04-04T03:00:00+02:00;PRO4-SUD_HC;NA;0.5999021031;100.0;100.0
2023-04-04T03:00:00+02:00;RES4-NORD_PM;NA;0.0;100.0;100.0
2023-04-04T03:00:00+02:00;PRD3_BASE;NA;0.0001995003;100.0;100.0
2023-04-04T03:00:00+02:00;RES4-PACA_HC;NA;0.7582940515;100.0;100.0
2023-04-04T03:00:00+02:00;RES4-SUD_HC;NA;0.8783194235;100.0;100.0
2023-04-04T03:00:00+02:00;PRO3_BUHP;NA;0.0;100.0;100.0
2023-04-04T03:00:00+02:00;PRO4-BRET_HC;NA;0.5869711;100.0;100.0
2023-04-04T03:00:00+02:00;PRO4-BRET_PM;NA;0.0;100.0;100.0
2023-04-04T03:00:00+02:00;RES2_HP;NA;0.0213202644;100.0;100.0
2023-04-04T03:00:00+02:00;RES3_BCHC;NA;0.0;100.0;100.0
2023-04-04T03:00:00+02:00;RES3_BCHP;NA;0.0;100.0;100.0
2023-04-04T03:00:00+02:00;PRO4-SUD_PM;NA;0.0;100.0;100.0
2023-04-04T03:00:00+02:00;PRO4-PACA_PM;NA;0.0;100.0;100.0
2023-04-04T03:00:00+02:00;PRO5_BASE;NA;0.9444082097;100.0;100.0
2023-04-04T03:00:00+02:00;PRO1_BASE;NA;0.7687946848;100.0;100.0
2023-04-04T02:30:00+02:00;PRO4-SUD_PM;NA;0.0;100.0;100.0
2023-04-04T02:30:00+02:00;PRD3_BASE;NA;0.0001079429;100.0;100.0
2023-04-04T02:30:00+02:00;PRO4-SUD_HC;NA;0.5946920682;100.0;100.0
2023-04-04T02:30:00+02:00;RES4-BRET_HC;NA;0.9572429221;100.0;100.0
2023-04-04T02:30:00+02:00;PRO3_BCHP;NA;0.0;100.0;100.0
2023-04-04T02:30:00+02:00;PRO3_BUHC;NA;1.9782857873;100.0;100.0
2023-04-04T02:30:00+02:00;RES1_BASE;NA;0.5951149243;100.0;100.0
2023-04-04T02:30:00+02:00;PRO4-PACA_PM;NA;0.0;100.0;100.0
2023-04-04T02:30:00+02:00;RES4-BRET_PM;NA;0.0;100.0;100.0
2023-04-04T02:30:00+02:00;RES4-PACA_PM;NA;0.0;100.0;100.0
2023-04-04T02:30:00+02:00;RES4-SUD_PM;NA;0.0;100.0;100.0
2023-04-04T02:30:00+02:00;RES11_BASE;NA;0.9507400652;100.0;100.0
2023-04-04T02:30:00+02:00;RES2_HP;NA;0.067370665;100.0;100.0
2023-04-04T02:30:00+02:00;RES3_BUHP;NA;0.0;100.0;100.0
2023-04-04T02:30:00+02:00;PRO4-BRET_HC;NA;0.5762829867;100.0;100.0
2023-04-04T02:30:00+02:00;PRO4-PACA_HC;NA;0.6362462797;100.0;100.0
2023-04-04T02:30:00+02:00;RES3_RHC;NA;0.0;100.0;100.0
2023-04-04T02:30:00+02:00;RES4-NORD_PM;NA;0.0;100.0;100.0
2023-04-04T02:30:00+02:00;PRO3_BCHC;NA;0.0;100.0;100.0
2023-04-04T02:30:00+02:00;RES2_HC;NA;2.7326980006;100.0;100.0
2023-04-04T02:30:00+02:00;RES3_BCHC;NA;0.0;100.0;100.0
2023-04-04T02:30:00+02:00;PRO3_RHC;NA;0.0;100.0;100.0
2023-04-04T02:30:00+02:00;RES4-SUD_HC;NA;0.8703534936;100.0;100.0
2023-04-04T02:30:00+02:00;RES3_BUHC;NA;2.2020134779;100.0;100.0
2023-04-04T02:30:00+02:00;PRO1_BASE;NA;0.7612548531;100.0;100.0
2023-04-04T02:30:00+02:00;PRO2_HP;NA;0.052283171;100.0;100.0
2023-04-04T02:30:00+02:00;PRO3_RHP;NA;0.0;100.0;100.0
2023-04-04T02:30:00+02:00;PRO4-BRET_PM;NA;0.0;100.0;100.0
2023-04-04T02:30:00+02:00;PRO4-NORD_HC;NA;0.6853746075;100.0;100.0
2023-04-04T02:30:00+02:00;RES4-PACA_HC;NA;0.753486122;100.0;100.0
2023-04-04T02:30:00+02:00;RES4-NORD_HC;NA;1.0089946764;100.0;100.0
2023-04-04T02:30:00+02:00;PRO4-NORD_PM;NA;0.0;100.0;100.0
2023-04-04T02:30:00+02:00;RES3_BCHP;NA;0.0;100.0;100.0
2023-04-04T02:30:00+02:00;RES3_RHP;NA;0.0;100.0;100.0
2023-04-04T02:30:00+02:00;PRO5_BASE;NA;0.9430353396;100.0;100.0
2023-04-04T02:30:00+02:00;PRO2_HC;NA;2.6991627003;100.0;100.0
2023-04-04T02:30:00+02:00;PRO3_BUHP;NA;0.0;100.0;100.0
2023-04-04T02:00:00+02:00;RES3_RHC;NA;0.0;100.0;100.0
2023-04-04T02:00:00+02:00;RES4-PACA_HC;NA;0.717083344;100.0;100.0
2023-04-04T02:00:00+02:00;RES4-PACA_PM;NA;0.0;100.0;100.0
2023-04-04T02:00:00+02:00;PRO4-PACA_PM;NA;0.0;100.0;100.0
2023-04-04T02:00:00+02:00;PRO1_BASE;NA;0.761209692;100.0;100.0
2023-04-04T02:00:00+02:00;PRO2_HP;NA;0.0847166431;100.0;100.0
2023-04-04T02:00:00+02:00;PRO3_BUHC;NA;1.9865942652;100.0;100.0
2023-04-04T02:00:00+02:00;PRO3_RHP;NA;0.0;100.0;100.0
2023-04-04T02:00:00+02:00;PRO4-BRET_PM;NA;0.0;100.0;100.0
2023-04-04T02:00:00+02:00;RES3_BUHC;NA;2.256843391;100.0;100.0
2023-04-04T02:00:00+02:00;PRO4-SUD_PM;NA;0.0;100.0;100.0
2023-04-04T02:00:00+02:00;RES4-BRET_HC;NA;0.9333163477;100.0;100.0
2023-04-04T02:00:00+02:00;RES1_BASE;NA;0.5973844787;100.0;100.0
2023-04-04T02:00:00+02:00;RES3_BCHP;NA;0.0;100.0;100.0
2023-04-04T02:00:00+02:00;RES3_BUHP;NA;0.0;100.0;100.0
2023-04-04T02:00:00+02:00;RES4-SUD_PM;NA;0.0;100.0;100.0
2023-04-04T02:00:00+02:00;RES11_BASE;NA;0.9463514141;100.0;100.0
2023-04-04T02:00:00+02:00;PRO3_BCHC;NA;0.0;100.0;100.0
2023-04-04T02:00:00+02:00;RES3_BCHC;NA;0.0;100.0;100.0
2023-04-04T02:00:00+02:00;PRO3_BUHP;NA;0.0;100.0;100.0
2023-04-04T02:00:00+02:00;PRO4-BRET_HC;NA;0.5793703773;100.0;100.0
2023-04-04T02:00:00+02:00;RES4-NORD_HC;NA;0.9523316638;100.0;100.0
2023-04-04T02:00:00+02:00;RES4-NORD_PM;NA;0.0;100.0;100.0
2023-04-04T02:00:00+02:00;PRO4-NORD_PM;NA;0.0;100.0;100.0
2023-04-04T02:00:00+02:00;PRO4-PACA_HC;NA;0.6320563101;100.0;100.0
2023-04-04T02:00:00+02:00;RES4-BRET_PM;NA;0.0;100.0;100.0
2023-04-04T02:00:00+02:00;PRD3_BASE;NA;3.75644e-05;100.0;100.0
2023-04-04T02:00:00+02:00;RES2_HP;NA;0.1045715888;100.0;100.0
2023-04-04T02:00:00+02:00;PRO3_BCHP;NA;0.0;100.0;100.0
2023-04-04T02:00:00+02:00;RES4-SUD_HC;NA;0.8445503237;100.0;100.0
2023-04-04T02:00:00+02:00;PRO3_RHC;NA;0.0;100.0;100.0
2023-04-04T02:00:00+02:00;PRO4-NORD_HC;NA;0.6751946216;100.0;100.0
2023-04-04T02:00:00+02:00;PRO2_HC;NA;2.6464462033;100.0;100.0
2023-04-04T02:00:00+02:00;RES2_HC;NA;2.8712050711;100.0;100.0
2023-04-04T02:00:00+02:00;PRO4-SUD_HC;NA;0.5863834422;100.0;100.0
2023-04-04T02:00:00+02:00;RES3_RHP;NA;0.0;100.0;100.0
2023-04-04T02:00:00+02:00;PRO5_BASE;NA;0.9411811598;100.0;100.0
2023-04-04T01:30:00+02:00;RES3_RHP;NA;0.0;100.0;100.0
2023-04-04T01:30:00+02:00;PRO4-SUD_HC;NA;0.5710932663;100.0;100.0
2023-04-04T01:30:00+02:00;PRO4-SUD_PM;NA;0.0;100.0;100.0
2023-04-04T01:30:00+02:00;PRO4-NORD_HC;NA;0.6655262892;100.0;100.0
2023-04-04T01:30:00+02:00;RES2_HC;NA;2.6576134757;100.0;100.0
2023-04-04T01:30:00+02:00;RES3_BCHP;NA;0.0;100.0;100.0
2023-04-04T01:30:00+02:00;RES3_BUHC;NA;2.341645362;100.0;100.0
2023-04-04T01:30:00+02:00;RES3_BUHP;NA;0.0;100.0;100.0
2023-04-04T01:30:00+02:00;PRO2_HP;NA;0.181231805;100.0;100.0
2023-04-04T01:30:00+02:00;PRO3_BCHC;NA;0.0;100.0;100.0
2023-04-04T01:30:00+02:00;PRO4-PACA_HC;NA;0.6143353665;100.0;100.0
2023-04-04T01:30:00+02:00;RES3_RHC;NA;0.0;100.0;100.0
2023-04-04T01:30:00+02:00;RES4-BRET_PM;NA;0.0;100.0;100.0
2023-04-04T01:30:00+02:00;RES4-NORD_PM;NA;0.0;100.0;100.0
2023-04-04T01:30:00+02:00;PRO2_HC;NA;2.3792548169;100.0;100.0
2023-04-04T01:30:00+02:00;RES1_BASE;NA;0.6069788484;100.0;100.0
2023-04-04T01:30:00+02:00;RES2_HP;NA;0.2518297162;100.0;100.0
2023-04-04T01:30:00+02:00;PRO3_RHC;NA;0.0;100.0;100.0
2023-04-04T01:30:00+02:00;PRO3_RHP;NA;0.0;100.0;100.0
2023-04-04T01:30:00+02:00;PRO4-BRET_HC;NA;0.5713029509;100.0;100.0
2023-04-04T01:30:00+02:00;PRO5_BASE;NA;0.949679321;100.0;100.0
2023-04-04T01:30:00+02:00;RES11_BASE;NA;0.9472785981;100.0;100.0
2023-04-04T01:30:00+02:00;RES4-NORD_HC;NA;0.8922159322;100.0;100.0
2023-04-04T01:30:00+02:00;PRO3_BUHP;NA;0.0;100.0;100.0
2023-04-04T01:30:00+02:00;RES4-SUD_HC;NA;0.798868405;100.0;100.0
2023-04-04T01:30:00+02:00;PRO4-PACA_PM;NA;0.0;100.0;100.0
2023-04-04T01:30:00+02:00;PRO3_BCHP;NA;0.0;100.0;100.0
2023-04-04T01:30:00+02:00;PRO4-BRET_PM;NA;0.0;100.0;100.0
2023-04-04T01:30:00+02:00;PRD3_BASE;NA;9.5264e-06;100.0;100.0
2023-04-04T01:30:00+02:00;PRO1_BASE;NA;0.7590815712;100.0;100.0
2023-04-04T01:30:00+02:00;PRO3_BUHC;NA;2.0117718083;100.0;100.0
2023-04-04T01:30:00+02:00;PRO4-NORD_PM;NA;0.0;100.0;100.0
2023-04-04T01:30:00+02:00;RES3_BCHC;NA;0.0;100.0;100.0
2023-04-04T01:30:00+02:00;RES4-BRET_HC;NA;0.8717708975;100.0;100.0
2023-04-04T01:30:00+02:00;RES4-PACA_HC;NA;0.643734071;100.0;100.0
2023-04-04T01:30:00+02:00;RES4-PACA_PM;NA;0.0;100.0;100.0
2023-04-04T01:30:00+02:00;RES4-SUD_PM;NA;0.0;100.0;100.0
2023-04-04T01:00:00+02:00;RES4-PACA_PM;NA;0.0;100.0;100.0
2023-04-04T01:00:00+02:00;PRO4-NORD_PM;NA;0.0;100.0;100.0
2023-04-04T01:00:00+02:00;PRO3_RHP;NA;0.0;100.0;100.0
2023-04-04T01:00:00+02:00;RES2_HC;NA;2.4131178784;100.0;100.0
2023-04-04T01:00:00+02:00;PRD3_BASE;NA;1.37795e-05;100.0;100.0
2023-04-04T01:00:00+02:00;PRO2_HP;NA;0.2893881998;100.0;100.0
2023-04-04T01:00:00+02:00;PRO3_BCHC;NA;0.0;100.0;100.0
2023-04-04T01:00:00+02:00;PRO4-NORD_HC;NA;0.6675611475;100.0;100.0
2023-04-04T01:00:00+02:00;RES2_HP;NA;0.3787297965;100.0;100.0
2023-04-04T01:00:00+02:00;RES11_BASE;NA;0.9599966775;100.0;100.0
2023-04-04T01:00:00+02:00;RES3_BUHP;NA;0.0;100.0;100.0
2023-04-04T01:00:00+02:00;PRO4-BRET_PM;NA;0.0;100.0;100.0
2023-04-04T01:00:00+02:00;PRO4-PACA_PM;NA;0.0;100.0;100.0
2023-04-04T01:00:00+02:00;PRO4-SUD_HC;NA;0.5743202614;100.0;100.0
2023-04-04T01:00:00+02:00;PRO4-SUD_PM;NA;0.0;100.0;100.0
2023-04-04T01:00:00+02:00;PRO1_BASE;NA;0.762151054;100.0;100.0
2023-04-04T01:00:00+02:00;PRO4-BRET_HC;NA;0.5720650678;100.0;100.0
2023-04-04T01:00:00+02:00;RES3_RHP;NA;0.0;100.0;100.0
2023-04-04T01:00:00+02:00;RES4-NORD_HC;NA;0.86528189;100.0;100.0
2023-04-04T01:00:00+02:00;RES4-BRET_PM;NA;0.0;100.0;100.0
2023-04-04T01:00:00+02:00;PRO3_BCHP;NA;0.0;100.0;100.0
2023-04-04T01:00:00+02:00;RES1_BASE;NA;0.6303120328;100.0;100.0
2023-04-04T01:00:00+02:00;RES3_BCHC;NA;0.0;100.0;100.0
2023-04-04T01:00:00+02:00;PRO3_RHC;NA;0.0;100.0;100.0
2023-04-04T01:00:00+02:00;RES4-PACA_HC;NA;0.6345684287;100.0;100.0
2023-04-04T01:00:00+02:00;RES4-SUD_HC;NA;0.7719541939;100.0;100.0
2023-04-04T01:00:00+02:00;RES4-SUD_PM;NA;0.0;100.0;100.0
2023-04-04T01:00:00+02:00;PRO4-PACA_HC;NA;0.610961965;100.0;100.0
2023-04-04T01:00:00+02:00;PRO3_BUHC;NA;2.0445224741;100.0;100.0
2023-04-04T01:00:00+02:00;RES4-BRET_HC;NA;0.8245096857;100.0;100.0
2023-04-04T01:00:00+02:00;PRO3_BUHP;NA;0.0;100.0;100.0
2023-04-04T01:00:00+02:00;RES3_RHC;NA;0.0;100.0;100.0
2023-04-04T01:00:00+02:00;RES4-NORD_PM;NA;0.0;100.0;100.0
2023-04-04T01:00:00+02:00;PRO2_HC;NA;2.0970923545;100.0;100.0
2023-04-04T01:00:00+02:00;RES3_BCHP;NA;0.0;100.0;100.0
2023-04-04T01:00:00+02:00;RES3_BUHC;NA;2.5400722239;100.0;100.0
2023-04-04T01:00:00+02:00;PRO5_BASE;NA;0.9764363457;100.0;100.0
2023-04-04T00:30:00+02:00;PRO3_BUHP;NA;0.0;100.0;100.0
2023-04-04T00:30:00+02:00;PRO3_BCHC;NA;0.0;100.0;100.0
2023-04-04T00:30:00+02:00;PRO4-BRET_HC;NA;0.5683380152;100.0;100.0
2023-04-04T00:30:00+02:00;PRO4-NORD_HC;NA;0.6710024249;100.0;100.0
2023-04-04T00:30:00+02:00;RES1_BASE;NA;0.6622998911;100.0;100.0
2023-04-04T00:30:00+02:00;RES3_BCHC;NA;0.0;100.0;100.0
2023-04-04T00:30:00+02:00;RES3_RHC;NA;0.0;100.0;100.0
2023-04-04T00:30:00+02:00;RES4-SUD_HC;NA;0.7641312195;100.0;100.0
2023-04-04T00:30:00+02:00;PRO4-SUD_HC;NA;0.5829758062;100.0;100.0
2023-04-04T00:30:00+02:00;PRO1_BASE;NA;0.7613471332;100.0;100.0
2023-04-04T00:30:00+02:00;PRO3_RHC;NA;0.0;100.0;100.0
